Timestamp,X,Y
2019.05.10.03.43.56.973,451,138
2019.05.10.03.43.56.992,462,148
2019.05.10.03.43.57.012,475,159
2019.05.10.03.43.57.033,487,170
2019.05.10.03.43.57.053,497,179
2019.05.10.03.43.57.073,506,187
2019.05.10.03.43.57.092,514,193
2019.05.10.03.43.57.112,522,199
2019.05.10.03.43.57.132,530,207
2019.05.10.03.43.57.152,538,214
2019.05.10.03.43.57.172,544,219
2019.05.10.03.43.57.192,549,223
2019.05.10.03.43.57.212,552,225
2019.05.10.03.43.57.231,552,225
2019.05.10.03.43.57.253,553,225
2019.05.10.03.43.57.272,553,225
2019.05.10.03.43.57.291,553,225
2019.05.10.03.43.57.312,553,225
2019.05.10.03.43.57.332,553,225
2019.05.10.03.43.57.352,553,225
2019.05.10.03.43.57.372,553,225
2019.05.10.03.43.57.393,553,225
2019.05.10.03.43.57.411,553,225
2019.05.10.03.43.57.431,556,229
2019.05.10.03.43.57.451,558,235
2019.05.10.03.43.57.472,561,242
2019.05.10.03.43.57.492,565,249
2019.05.10.03.43.57.512,568,254
2019.05.10.03.43.57.533,572,260
2019.05.10.03.43.57.553,574,265
2019.05.10.03.43.57.572,576,269
2019.05.10.03.43.57.592,577,271
2019.05.10.03.43.57.612,578,273
2019.05.10.03.43.57.632,578,273
2019.05.10.03.43.57.652,578,273
2019.05.10.03.43.57.672,578,273
2019.05.10.03.43.57.692,578,273
2019.05.10.03.43.57.712,578,273
2019.05.10.03.43.57.732,578,273
2019.05.10.03.43.57.752,578,273
2019.05.10.03.43.57.772,578,273
2019.05.10.03.43.57.792,578,273
2019.05.10.03.43.57.813,578,273
2019.05.10.03.43.57.832,578,273
2019.05.10.03.43.57.852,578,273
2019.05.10.03.43.57.872,578,273
2019.05.10.03.43.57.892,578,273
2019.05.10.03.43.57.912,578,273
2019.05.10.03.43.57.931,578,273
2019.05.10.03.43.57.951,578,273
2019.05.10.03.43.57.971,578,273
2019.05.10.03.43.57.993,578,274
2019.05.10.03.43.58.012,578,274
2019.05.10.03.43.58.032,578,274
2019.05.10.03.43.58.052,578,274
2019.05.10.03.43.58.071,578,274
2019.05.10.03.43.58.091,578,274
2019.05.10.03.43.58.112,578,274
2019.05.10.03.43.58.131,578,274
2019.05.10.03.43.58.152,578,274
2019.05.10.03.43.58.172,578,274
2019.05.10.03.43.58.192,578,274
2019.05.10.03.43.58.212,578,274
2019.05.10.03.43.58.232,578,274
2019.05.10.03.43.58.252,578,274
2019.05.10.03.43.58.272,578,274
2019.05.10.03.43.58.292,578,274
2019.05.10.03.43.58.313,578,274
2019.05.10.03.43.58.331,578,274
2019.05.10.03.43.58.352,578,274
2019.05.10.03.43.58.372,578,274
2019.05.10.03.43.58.392,578,274
2019.05.10.03.43.58.412,578,274
2019.05.10.03.43.58.433,578,274
2019.05.10.03.43.58.452,578,274
2019.05.10.03.43.58.472,578,274
2019.05.10.03.43.58.493,578,274
2019.05.10.03.43.58.512,578,274
2019.05.10.03.43.58.532,578,274
2019.05.10.03.43.58.552,578,274
2019.05.10.03.43.58.572,578,274
2019.05.10.03.43.58.592,578,274
2019.05.10.03.43.58.613,578,274
2019.05.10.03.43.58.632,578,274
2019.05.10.03.43.58.652,578,274
2019.05.10.03.43.58.672,578,274
2019.05.10.03.43.58.692,578,274
2019.05.10.03.43.58.713,578,274
2019.05.10.03.43.58.731,578,274
2019.05.10.03.43.58.752,578,274
2019.05.10.03.43.58.772,578,274
2019.05.10.03.43.58.792,578,274
2019.05.10.03.43.58.812,578,274
2019.05.10.03.43.58.832,578,274
2019.05.10.03.43.58.852,578,274
2019.05.10.03.43.58.872,578,274
2019.05.10.03.43.58.892,578,274
2019.05.10.03.43.58.911,578,274
2019.05.10.03.43.58.932,578,274
2019.05.10.03.43.58.951,578,274
2019.05.10.03.43.58.971,578,274
2019.05.10.03.43.58.993,578,274
2019.05.10.03.43.59.012,578,274
2019.05.10.03.43.59.032,578,274
2019.05.10.03.43.59.052,578,274
2019.05.10.03.43.59.072,578,274
2019.05.10.03.43.59.091,578,274
2019.05.10.03.43.59.112,578,274
2019.05.10.03.43.59.133,578,274
2019.05.10.03.43.59.152,578,274
2019.05.10.03.43.59.172,578,274
2019.05.10.03.43.59.192,578,274
2019.05.10.03.43.59.213,578,274
2019.05.10.03.43.59.232,578,274
2019.05.10.03.43.59.252,578,274
2019.05.10.03.43.59.271,578,274
2019.05.10.03.43.59.293,578,274
2019.05.10.03.43.59.313,578,274
2019.05.10.03.43.59.332,578,274
2019.05.10.03.43.59.352,578,274
2019.05.10.03.43.59.372,578,274
2019.05.10.03.43.59.392,578,274
2019.05.10.03.43.59.412,578,274
2019.05.10.03.43.59.432,578,274
2019.05.10.03.43.59.452,578,274
2019.05.10.03.43.59.472,578,274
2019.05.10.03.43.59.492,578,274
2019.05.10.03.43.59.512,578,274
2019.05.10.03.43.59.531,578,274
2019.05.10.03.43.59.552,578,274
2019.05.10.03.43.59.572,578,274
2019.05.10.03.43.59.592,578,274
2019.05.10.03.43.59.612,578,274
2019.05.10.03.43.59.632,578,274
2019.05.10.03.43.59.652,578,274
2019.05.10.03.43.59.672,578,274
2019.05.10.03.43.59.692,578,274
2019.05.10.03.43.59.712,578,274
2019.05.10.03.43.59.733,578,274
2019.05.10.03.43.59.752,578,274
2019.05.10.03.43.59.772,578,274
2019.05.10.03.43.59.793,578,274
2019.05.10.03.43.59.811,578,274
2019.05.10.03.43.59.833,578,274
2019.05.10.03.43.59.851,578,274
2019.05.10.03.43.59.871,578,274
2019.05.10.03.43.59.892,578,274
2019.05.10.03.43.59.912,578,274
2019.05.10.03.43.59.932,578,274
2019.05.10.03.43.59.952,578,274
2019.05.10.03.43.59.972,578,274
2019.05.10.03.43.59.993,578,274
2019.05.10.03.44.00.012,578,274
2019.05.10.03.44.00.032,578,274
2019.05.10.03.44.00.052,578,274
2019.05.10.03.44.00.071,578,274
2019.05.10.03.44.00.091,578,274
2019.05.10.03.44.00.112,578,274
2019.05.10.03.44.00.132,578,274
2019.05.10.03.44.00.151,578,274
2019.05.10.03.44.00.172,578,274
2019.05.10.03.44.00.192,578,274
2019.05.10.03.44.00.211,578,274
2019.05.10.03.44.00.232,578,274
2019.05.10.03.44.00.252,578,274
2019.05.10.03.44.00.272,578,274
2019.05.10.03.44.00.291,578,274
2019.05.10.03.44.00.312,578,274
2019.05.10.03.44.00.332,578,274
2019.05.10.03.44.00.352,578,274
2019.05.10.03.44.00.372,578,274
2019.05.10.03.44.00.392,578,274
2019.05.10.03.44.00.413,578,274
2019.05.10.03.44.00.432,578,274
2019.05.10.03.44.00.452,578,274
2019.05.10.03.44.00.473,587,273
2019.05.10.03.44.00.493,600,271
2019.05.10.03.44.00.512,627,274
2019.05.10.03.44.00.533,693,282
2019.05.10.03.44.00.552,785,295
2019.05.10.03.44.00.572,875,308
2019.05.10.03.44.00.592,941,314
2019.05.10.03.44.00.612,989,317
2019.05.10.03.44.00.632,994,317
2019.05.10.03.44.00.652,994,317
2019.05.10.03.44.00.672,994,317
2019.05.10.03.44.00.692,994,317
2019.05.10.03.44.00.712,994,317
2019.05.10.03.44.00.732,994,317
2019.05.10.03.44.00.752,987,317
2019.05.10.03.44.00.773,973,318
2019.05.10.03.44.00.792,950,322
2019.05.10.03.44.00.813,914,326
2019.05.10.03.44.00.832,878,330
2019.05.10.03.44.00.852,844,336
2019.05.10.03.44.00.873,814,340
2019.05.10.03.44.00.891,793,341
2019.05.10.03.44.00.913,775,341
2019.05.10.03.44.00.932,764,341
2019.05.10.03.44.00.953,753,341
2019.05.10.03.44.00.972,746,341
2019.05.10.03.44.00.993,739,341
2019.05.10.03.44.01.012,733,340
2019.05.10.03.44.01.032,722,340
2019.05.10.03.44.01.052,709,339
2019.05.10.03.44.01.073,700,339
2019.05.10.03.44.01.092,693,339
2019.05.10.03.44.01.113,685,339
2019.05.10.03.44.01.133,675,339
2019.05.10.03.44.01.152,667,338
2019.05.10.03.44.01.172,661,338
2019.05.10.03.44.01.193,656,337
2019.05.10.03.44.01.213,653,335
2019.05.10.03.44.01.232,651,334
2019.05.10.03.44.01.252,650,333
2019.05.10.03.44.01.273,650,332
2019.05.10.03.44.01.293,649,331
2019.05.10.03.44.01.312,649,329
2019.05.10.03.44.01.332,649,328
2019.05.10.03.44.01.352,649,327
2019.05.10.03.44.01.372,649,327
2019.05.10.03.44.01.393,649,327
2019.05.10.03.44.01.411,649,327
2019.05.10.03.44.01.432,649,324
2019.05.10.03.44.01.451,649,322
2019.05.10.03.44.01.472,649,320
2019.05.10.03.44.01.492,649,318
2019.05.10.03.44.01.512,649,317
2019.05.10.03.44.01.532,649,317
2019.05.10.03.44.01.552,649,317
2019.05.10.03.44.01.573,649,317
2019.05.10.03.44.01.591,649,317
2019.05.10.03.44.01.612,649,317
2019.05.10.03.44.01.631,649,317
2019.05.10.03.44.01.653,649,317
2019.05.10.03.44.01.672,649,317
2019.05.10.03.44.01.692,649,317
2019.05.10.03.44.01.712,649,317
2019.05.10.03.44.01.732,649,317
2019.05.10.03.44.01.752,649,317
2019.05.10.03.44.01.772,649,317
2019.05.10.03.44.01.792,649,317
2019.05.10.03.44.01.813,649,317
2019.05.10.03.44.01.831,649,317
2019.05.10.03.44.01.852,649,317
2019.05.10.03.44.01.872,649,317
2019.05.10.03.44.01.892,649,317
2019.05.10.03.44.01.912,649,317
2019.05.10.03.44.01.932,649,317
2019.05.10.03.44.01.953,649,317
2019.05.10.03.44.01.972,649,317
2019.05.10.03.44.01.993,649,317
2019.05.10.03.44.02.011,649,317
2019.05.10.03.44.02.032,649,317
2019.05.10.03.44.02.053,649,317
2019.05.10.03.44.02.073,649,317
2019.05.10.03.44.02.091,649,317
2019.05.10.03.44.02.112,649,317
2019.05.10.03.44.02.132,649,317
2019.05.10.03.44.02.152,649,317
2019.05.10.03.44.02.172,649,316
2019.05.10.03.44.02.192,649,315
2019.05.10.03.44.02.212,650,315
2019.05.10.03.44.02.233,650,314
2019.05.10.03.44.02.251,650,314
2019.05.10.03.44.02.272,650,314
2019.05.10.03.44.02.292,650,314
2019.05.10.03.44.02.313,650,314
2019.05.10.03.44.02.332,650,314
2019.05.10.03.44.02.351,650,314
2019.05.10.03.44.02.371,650,314
2019.05.10.03.44.02.393,652,314
2019.05.10.03.44.02.413,655,313
2019.05.10.03.44.02.433,657,313
2019.05.10.03.44.02.452,657,313
2019.05.10.03.44.02.472,658,313
2019.05.10.03.44.02.493,658,313
2019.05.10.03.44.02.513,659,314
2019.05.10.03.44.02.532,659,316
2019.05.10.03.44.02.552,659,319
2019.05.10.03.44.02.572,659,321
2019.05.10.03.44.02.591,659,322
2019.05.10.03.44.02.612,659,322
2019.05.10.03.44.02.633,659,322
2019.05.10.03.44.02.653,659,322
2019.05.10.03.44.02.671,659,322
2019.05.10.03.44.02.692,659,322
2019.05.10.03.44.02.712,659,322
2019.05.10.03.44.02.732,659,322
2019.05.10.03.44.02.751,659,322
2019.05.10.03.44.02.772,659,322
2019.05.10.03.44.02.792,659,322
2019.05.10.03.44.02.813,659,317
2019.05.10.03.44.02.833,657,311
2019.05.10.03.44.02.852,656,305
2019.05.10.03.44.02.872,653,298
2019.05.10.03.44.02.891,650,290
2019.05.10.03.44.02.911,645,282
2019.05.10.03.44.02.931,642,274
2019.05.10.03.44.02.952,640,270
2019.05.10.03.44.02.972,640,269
2019.05.10.03.44.02.992,640,269
2019.05.10.03.44.03.012,640,269
2019.05.10.03.44.03.032,640,269
2019.05.10.03.44.03.051,640,269
2019.05.10.03.44.03.071,640,269
2019.05.10.03.44.03.091,640,269
2019.05.10.03.44.03.113,640,269
2019.05.10.03.44.03.132,640,269
2019.05.10.03.44.03.152,640,269
2019.05.10.03.44.03.172,640,269
2019.05.10.03.44.03.192,640,269
2019.05.10.03.44.03.212,640,269
2019.05.10.03.44.03.232,640,269
2019.05.10.03.44.03.253,640,269
2019.05.10.03.44.03.273,640,269
2019.05.10.03.44.03.292,640,269
2019.05.10.03.44.03.313,640,269
2019.05.10.03.44.03.332,640,269
2019.05.10.03.44.03.352,640,269
2019.05.10.03.44.03.373,640,269
2019.05.10.03.44.03.392,640,269
2019.05.10.03.44.03.411,640,269
2019.05.10.03.44.03.431,640,269
2019.05.10.03.44.03.452,640,269
2019.05.10.03.44.03.472,640,269
2019.05.10.03.44.03.492,640,269
2019.05.10.03.44.03.512,640,269
2019.05.10.03.44.03.532,640,269
2019.05.10.03.44.03.552,640,269
2019.05.10.03.44.03.572,640,269
2019.05.10.03.44.03.592,640,269
2019.05.10.03.44.03.612,640,269
2019.05.10.03.44.03.633,640,269
2019.05.10.03.44.03.652,640,269
2019.05.10.03.44.03.671,640,269
2019.05.10.03.44.03.692,640,269
2019.05.10.03.44.03.711,640,269
2019.05.10.03.44.03.732,640,269
2019.05.10.03.44.03.752,640,269
2019.05.10.03.44.03.772,640,269
2019.05.10.03.44.03.792,640,269
2019.05.10.03.44.03.812,640,269
2019.05.10.03.44.03.831,640,269
2019.05.10.03.44.03.852,640,269
2019.05.10.03.44.03.873,640,269
2019.05.10.03.44.03.892,640,269
2019.05.10.03.44.03.912,640,269
2019.05.10.03.44.03.932,640,269
2019.05.10.03.44.03.953,640,269
2019.05.10.03.44.03.972,640,269
2019.05.10.03.44.03.992,640,269
2019.05.10.03.44.04.013,640,269
2019.05.10.03.44.04.032,640,269
2019.05.10.03.44.04.051,640,269
2019.05.10.03.44.04.071,640,269
2019.05.10.03.44.04.092,640,269
2019.05.10.03.44.04.112,640,269
2019.05.10.03.44.04.132,640,269
2019.05.10.03.44.04.151,640,269
2019.05.10.03.44.04.172,640,269
2019.05.10.03.44.04.193,640,269
2019.05.10.03.44.04.213,640,269
2019.05.10.03.44.04.232,640,269
2019.05.10.03.44.04.252,640,269
2019.05.10.03.44.04.272,640,269
2019.05.10.03.44.04.292,640,269
2019.05.10.03.44.04.313,640,269
2019.05.10.03.44.04.331,640,269
2019.05.10.03.44.04.352,640,269
2019.05.10.03.44.04.373,640,269
2019.05.10.03.44.04.392,640,269
2019.05.10.03.44.04.412,640,269
2019.05.10.03.44.04.432,640,269
2019.05.10.03.44.04.452,640,269
2019.05.10.03.44.04.472,640,269
2019.05.10.03.44.04.492,640,269
2019.05.10.03.44.04.512,640,269
2019.05.10.03.44.04.532,640,269
2019.05.10.03.44.04.552,640,269
2019.05.10.03.44.04.572,640,269
2019.05.10.03.44.04.591,640,269
2019.05.10.03.44.04.612,640,269
2019.05.10.03.44.04.632,640,269
2019.05.10.03.44.04.651,640,269
2019.05.10.03.44.04.672,640,269
2019.05.10.03.44.04.692,640,269
2019.05.10.03.44.04.712,640,269
2019.05.10.03.44.04.732,640,269
2019.05.10.03.44.04.752,640,269
2019.05.10.03.44.04.772,640,269
2019.05.10.03.44.04.792,640,269
2019.05.10.03.44.04.812,640,269
2019.05.10.03.44.04.831,640,269
2019.05.10.03.44.04.852,640,269
2019.05.10.03.44.04.872,640,269
2019.05.10.03.44.04.891,640,269
2019.05.10.03.44.04.912,640,269
2019.05.10.03.44.04.933,640,269
2019.05.10.03.44.04.952,640,269
2019.05.10.03.44.04.972,640,269
2019.05.10.03.44.04.991,640,269
2019.05.10.03.44.05.012,640,269
2019.05.10.03.44.05.032,640,269
2019.05.10.03.44.05.052,640,269
2019.05.10.03.44.05.071,640,269
2019.05.10.03.44.05.091,640,269
2019.05.10.03.44.05.112,640,269
2019.05.10.03.44.05.132,640,269
2019.05.10.03.44.05.152,640,269
2019.05.10.03.44.05.172,640,269
2019.05.10.03.44.05.192,640,269
2019.05.10.03.44.05.212,640,269
2019.05.10.03.44.05.233,640,269
2019.05.10.03.44.05.252,640,269
2019.05.10.03.44.05.272,640,269
2019.05.10.03.44.05.292,640,269
2019.05.10.03.44.05.312,640,269
2019.05.10.03.44.05.333,640,269
2019.05.10.03.44.05.352,640,269
2019.05.10.03.44.05.372,640,269
2019.05.10.03.44.05.393,640,269
2019.05.10.03.44.05.411,640,269
2019.05.10.03.44.05.432,640,269
2019.05.10.03.44.05.452,640,269
2019.05.10.03.44.05.472,640,269
2019.05.10.03.44.05.492,640,269
2019.05.10.03.44.05.512,640,269
2019.05.10.03.44.05.532,640,269
2019.05.10.03.44.05.552,640,269
2019.05.10.03.44.05.571,640,269
2019.05.10.03.44.05.593,640,268
2019.05.10.03.44.05.612,640,268
2019.05.10.03.44.05.633,640,268
2019.05.10.03.44.05.653,640,268
2019.05.10.03.44.05.672,640,268
2019.05.10.03.44.05.692,640,268
2019.05.10.03.44.05.712,640,268
2019.05.10.03.44.05.732,640,268
2019.05.10.03.44.05.752,640,268
2019.05.10.03.44.05.772,640,268
2019.05.10.03.44.05.792,640,268
2019.05.10.03.44.05.813,640,268
2019.05.10.03.44.05.833,640,268
2019.05.10.03.44.05.853,641,268
2019.05.10.03.44.05.871,642,268
2019.05.10.03.44.05.891,642,268
2019.05.10.03.44.05.912,643,272
2019.05.10.03.44.05.932,644,278
2019.05.10.03.44.05.952,645,284
2019.05.10.03.44.05.971,645,291
2019.05.10.03.44.05.992,644,299
2019.05.10.03.44.06.012,644,301
2019.05.10.03.44.06.032,644,301
2019.05.10.03.44.06.053,643,303
2019.05.10.03.44.06.072,643,305
2019.05.10.03.44.06.092,643,305
2019.05.10.03.44.06.112,643,305
2019.05.10.03.44.06.132,643,305
2019.05.10.03.44.06.152,643,305
2019.05.10.03.44.06.172,643,306
2019.05.10.03.44.06.192,643,306
2019.05.10.03.44.06.213,645,309
2019.05.10.03.44.06.232,647,314
2019.05.10.03.44.06.252,649,319
2019.05.10.03.44.06.273,651,324
2019.05.10.03.44.06.293,651,326
2019.05.10.03.44.06.312,651,326
2019.05.10.03.44.06.332,651,326
2019.05.10.03.44.06.352,651,326
2019.05.10.03.44.06.371,651,326
2019.05.10.03.44.06.393,651,326
2019.05.10.03.44.06.412,651,326
2019.05.10.03.44.06.432,651,326
2019.05.10.03.44.06.452,651,326
2019.05.10.03.44.06.472,651,326
2019.05.10.03.44.06.491,651,326
2019.05.10.03.44.06.512,651,326
2019.05.10.03.44.06.531,651,326
2019.05.10.03.44.06.553,651,326
2019.05.10.03.44.06.572,651,326
2019.05.10.03.44.06.592,652,327
2019.05.10.03.44.06.612,660,335
2019.05.10.03.44.06.633,669,347
2019.05.10.03.44.06.653,679,358
2019.05.10.03.44.06.672,687,366
2019.05.10.03.44.06.693,695,373
2019.05.10.03.44.06.712,700,377
2019.05.10.03.44.06.733,702,381
2019.05.10.03.44.06.753,703,384
2019.05.10.03.44.06.772,706,390
2019.05.10.03.44.06.792,711,399
2019.05.10.03.44.06.813,716,407
2019.05.10.03.44.06.832,723,415
2019.05.10.03.44.06.852,732,422
2019.05.10.03.44.06.873,740,427
2019.05.10.03.44.06.893,747,430
2019.05.10.03.44.06.912,754,433
2019.05.10.03.44.06.933,760,435
2019.05.10.03.44.06.953,767,438
2019.05.10.03.44.06.973,774,442
2019.05.10.03.44.06.992,782,445
2019.05.10.03.44.07.012,790,448
2019.05.10.03.44.07.032,799,451
2019.05.10.03.44.07.053,807,452
2019.05.10.03.44.07.072,812,454
2019.05.10.03.44.07.092,815,454
2019.05.10.03.44.07.113,818,454
2019.05.10.03.44.07.133,818,454
2019.05.10.03.44.07.153,818,454
2019.05.10.03.44.07.172,818,454
2019.05.10.03.44.07.191,818,454
2019.05.10.03.44.07.212,818,454
2019.05.10.03.44.07.232,818,454
2019.05.10.03.44.07.252,818,454
2019.05.10.03.44.07.271,818,454
2019.05.10.03.44.07.292,818,454
2019.05.10.03.44.07.313,818,451
2019.05.10.03.44.07.332,818,448
2019.05.10.03.44.07.353,818,445
2019.05.10.03.44.07.372,818,443
2019.05.10.03.44.07.392,813,432
2019.05.10.03.44.07.413,802,406
2019.05.10.03.44.07.432,781,371
2019.05.10.03.44.07.452,751,330
